datetime,year,month,day,hour,day of week,total,place,angbutter,plain bread,jam,croissant,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,gateau chocolat,pandoro,cheese cake,orange pound,wiener,tiramisu,merinque cookies,americano,caffe latte,milk tea,lemon ade,vanila latte,berry ade,food items,drinks
2019-08-08 13:55:00,YYYY,MM,DD,HH,Thur,22300,,,,,1,,,,,,,1,1,,,,,,1,1,,,,,,
2019-08-08 13:57:00,YYYY,MM,DD,HH,Thur,32400,,3,,,2,,,,,,,,,,2,,,,,,,,,,,
2019-08-08 14:11:00,YYYY,MM,DD,HH,Thur,16100,,2,,,,,,,,,,,1,,,,,,,,,,,,,
2019-08-08 14:52:00,YYYY,MM,DD,HH,Thur,17000,,,1,2,,,,,,,,,,,1,,,,1,,,,,,,
2019-08-08 14:58:00,YYYY,MM,DD,HH,Thur,20500,,,1,2,,,,,,,,,,,,3,,,,,,,1,,,
2019-08-09 11:34:00,YYYY,MM,DD,HH,Fri,17000,,,,,2,,,1,,,,,,,1,,,,,,,,,,,
2019-08-09 12:31:00,YYYY,MM,DD,HH,Fri,18600,,1,,,1,,,,,,,1,,,,,,,,,1,,,,,
2019-08-09 15:22:00,YYYY,MM,DD,HH,Fri,26000,,5,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-09 15:22:00,YYYY,MM,DD,HH,Fri,35800,,6,,,2,,,,,,,,,,,,,,,,,,,,,
2019-08-09 15:30:00,YYYY,MM,DD,HH,Fri,15100,,1,,,,,,,,,,1,,,,,,,,,,,1,,,
2019-08-10 11:01:00,YYYY,MM,DD,HH,Sat,19600,,2,,,,1,,1,,,,,,,,,,,,,,,,,,
2019-08-10 11:02:00,YYYY,MM,DD,HH,Sat,15300,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
2019-08-10 11:03:00,YYYY,MM,DD,HH,Sat,19100,,1,,,,,,1,,,,1,1,,,1,,,,,,,,,,
2019-08-10 11:05:00,YYYY,MM,DD,HH,Sat,28600,,2,1,,,1,,,,,,,1,,1,,,,,,,,,,,
2019-08-10 11:09:00,YYYY,MM,DD,HH,Sat,17300,,1,,,1,,,2,,,,,,,,,,,,,,,,,,
2019-08-10 11:27:00,YYYY,MM,DD,HH,Sat,36800,,1,1,,1,,,1,1,,,,1,,,2,,,,,,,1,,,
2019-08-10 11:38:00,YYYY,MM,DD,HH,Sat,25300,,1,1,,1,1,,,,,,,,,,1,,,,,,,,,,
2019-08-10 12:17:00,YYYY,MM,DD,HH,Sat,46200,,4,,,,,,2,1,,,,2,,1,,,,,,,,,,,
2019-08-10 13:09:00,YYYY,MM,DD,HH,Sat,30200,,4,,,,2,,,,,,,,,,,,,,,,,,,,
2019-08-10 13:15:00,YYYY,MM,DD,HH,Sat,16600,,1,,,1,,,,,,,1,,,,1,,,,,,,,,,
2019-08-10 13:22:00,YYYY,MM,DD,HH,Sat,21200,,4,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-10 13:31:00,YYYY,MM,DD,HH,Sat,24400,,3,,,1,1,,,,,,,,,,,,,,,,,,,,
2019-08-11 11:01:00,YYYY,MM,DD,HH,Sun,21800,,1,1,,1,,,1,,,,,1,,,,,,,,,,,,,
2019-08-11 11:02:00,YYYY,MM,DD,HH,Sun,16800,,1,,,,,,1,,,,,,,,1,,,1,,,,,,,
2019-08-11 11:03:00,YYYY,MM,DD,HH,Sun,16000,,,,,1,,,1,,,,,,,1,1,,,,,,,,,,
2019-08-11 11:08:00,YYYY,MM,DD,HH,Sun,22800,,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,
2019-08-11 11:08:00,YYYY,MM,DD,HH,Sun,17800,,1,,,,1,,,,,,,,,,1,,,1,,,,,,,
2019-08-11 11:37:00,YYYY,MM,DD,HH,Sun,15800,,1,,,,,,,,,,,1,,,,,,,,,,1,,,
2019-08-11 11:40:00,YYYY,MM,DD,HH,Sun,38900,,3,,,2,1,,2,1,,,,,,,,,,,,,,,,,
2019-08-11 11:46:00,YYYY,MM,DD,HH,Sun,19600,,2,1,,,,,,1,,,,,,,,,,,,,,,,,
2019-08-11 11:50:00,YYYY,MM,DD,HH,Sun,15300,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,
2019-08-11 11:58:00,YYYY,MM,DD,HH,Sun,27900,,3,1,,,,,1,,,,,,,1,,,,,,,,,,,
2019-08-11 12:58:00,YYYY,MM,DD,HH,Sun,15800,,1,,,,,,,,,,,1,,,,,,,1,,,,,,
2019-08-11 13:14:00,YYYY,MM,DD,HH,Sun,19300,,1,,,,,,1,,,,,1,,,,,,,,,,,1,,
2019-08-11 13:21:00,YYYY,MM,DD,HH,Sun,23100,,2,,,,,,,,,,,1,,,1,1,,,,,,,,,
2019-08-11 13:27:00,YYYY,MM,DD,HH,Sun,17300,,1,,,,,,1,,,,,,,,1,,,,1,,,,,,
2019-08-12 11:05:00,YYYY,MM,DD,HH,Mon,28400,,2,,,1,,,2,,,,1,,,,1,,,,,,,,,,
2019-08-12 11:08:00,YYYY,MM,DD,HH,Mon,20800,,1,,,1,1,,,,,,,,,,,,,,,,,,,,
2019-08-12 11:48:00,YYYY,MM,DD,HH,Mon,16300,,1,1,,1,,,,,,,,,,,1,,,,,,,,,,
2019-08-12 12:39:00,YYYY,MM,DD,HH,Mon,24300,효자 3동,1,2,,3,,,,,,,,,,,,,,,,,,,,,
2019-08-12 12:41:00,YYYY,MM,DD,HH,Mon,15800,효자 3동,1,,,,,,,,,,,1,,1,,,,,,,,,,,
2019-08-12 12:48:00,YYYY,MM,DD,HH,Mon,14800,후평 1동,1,,,,,,1,,,,,,,,,,,,1,,,,,,
2019-08-12 12:53:00,YYYY,MM,DD,HH,Mon,16300,후평 1동,1,,,,,,,1,,,,,,,2,,,,,,,,,,
2019-08-12 13:27:00,YYYY,MM,DD,HH,Mon,18300,후평 2동,1,1,,,,,1,1,,,,,,,,,,,,,,,,,
2019-08-12 13:56:00,YYYY,MM,DD,HH,Mon,19100,석사동,2,,,1,,,,,,,,,,,,,,1,,,,,,,
2019-08-12 14:08:00,YYYY,MM,DD,HH,Mon,32100,후평 1동,1,,,,,,,,,,1,1,,,,1,,2,,,,1,,,
2019-08-12 15:01:00,YYYY,MM,DD,HH,Mon,26000,소양동,5,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14 11:03:00,YYYY,MM,DD,HH,Wed,41200,퇴계동,4,1,1,2,,,1,,,,,1,,,,,,,,,,,,,
2019-08-14 11:03:00,YYYY,MM,DD,HH,Wed,17800,동면,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,
2019-08-14 11:04:00,YYYY,MM,DD,HH,Wed,18300,효자 3동,1,,,,,,,1,,,,1,,,1,,,,,,,,,,
2019-08-14 11:07:00,YYYY,MM,DD,HH,Wed,17300,동면,1,,,1,,,,1,,,,,,,1,,,,,,,,,,
2019-08-14 11:16:00,YYYY,MM,DD,HH,Wed,65600,퇴계동,6,1,,,1,,1,,,,1,2,,,,,,,,,,,,,
2019-08-14 11:22:00,YYYY,MM,DD,HH,Wed,29000,동면,,,,3,,,1,1,,,,,,,,,,1,,,,1,,,
2019-08-14 11:25:00,YYYY,MM,DD,HH,Wed,27300,후평 1동,1,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,
2019-08-14 11:31:00,YYYY,MM,DD,HH,Wed,22300,석사동,1,1,,1,,1,,1,,,,,,,,,,,,,,,,,
2019-08-14 11:41:00,YYYY,MM,DD,HH,Wed,14300,동면,1,,,1,,,,,,,,,,,,,,1,,,,,,,
2019-08-14 12:15:00,YYYY,MM,DD,HH,Wed,16400,후평 3동,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-15 11:03:00,YYYY,MM,DD,HH,Thur,24100,후평 3동,2,1,,,1,,,,,,,,,,,,,,1,,,,,,
2019-08-15 11:06:00,YYYY,MM,DD,HH,Thur,17300,석사동,1,1,,,1,,,,,,,,,,1,,,,,,,,,,
2019-08-15 11:15:00,YYYY,MM,DD,HH,Thur,16100,신사우동,2,,,1,,,,,,,,,,,,,,,,,,,,,
2019-08-15 11:23:00,YYYY,MM,DD,HH,Thur,22100,강남동,2,1,,1,,,,,,,,,,,,,,,,,,,,,
2019-08-15 11:49:00,YYYY,MM,DD,HH,Thur,15100,강남동,1,,,,,,,,,,1,,,1,,,,,,,,,,,
2019-08-15 11:50:00,YYYY,MM,DD,HH,Thur,58000,강남동,,,,16,,,,,,,,,,,,,,,,,,,,,
2019-08-15 11:53:00,YYYY,MM,DD,HH,Thur,15000,후평 2동,,,,,,,,,,,,,,1,,,,1,,,,1,,,
2019-08-15 12:00:00,YYYY,MM,DD,HH,Thur,18900,효자 1동,2,,,,,,1,,,,1,,,,,,,,,,,,,,
2019-08-15 12:18:00,YYYY,MM,DD,HH,Thur,16400,동면,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-16 11:05:00,YYYY,MM,DD,HH,Fri,14800,후평 2동,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2019-08-16 11:54:00,YYYY,MM,DD,HH,Fri,17800,조운동,1,,,,1,1,,,,,,,,,1,,,,,,,,,,
2019-08-16 11:54:00,YYYY,MM,DD,HH,Fri,15100,퇴계동,1,,,,,,1,,,,,,,,,,,,,,,,,,
2019-08-16 12:07:00,YYYY,MM,DD,HH,Fri,14100,교동,2,,,,,,,,,,,,,,1,,,,,,,,,,
2019-08-16 12:49:00,YYYY,MM,DD,HH,Fri,18300,신사우동,1,1,,,,,,,,,,,,,1,,,,,,,,1,,
2019-08-16 13:27:00,YYYY,MM,DD,HH,Fri,15800,동면,1,,,,,,,1,,,,,,1,,,,,,,,,,,
2019-08-17 11:01:00,YYYY,MM,DD,HH,Sat,20100,동면,2,1,1,,,,,,,,,,,,,,,,,,,,,,
2019-08-17 11:03:00,YYYY,MM,DD,HH,Sat,18300,소양동,1,,,1,,,1,,,,,,,,,,,,1,,,,,,
2019-08-17 11:17:00,YYYY,MM,DD,HH,Sat,24100,소양동,2,,,,,1,,,,,,,,,,,1,,,,,,,,
2019-08-17 11:30:00,YYYY,MM,DD,HH,Sat,24300,동면,1,,,,1,,,,,,,1,,1,,,,1,,,,,,,
2019-08-17 12:29:00,YYYY,MM,DD,HH,Sat,14800,동면,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2019-08-17 12:40:00,YYYY,MM,DD,HH,Sat,18800,후평 3동,1,,,,,,1,,,,,,,,,,,1,,,,1,,,
2019-08-17 12:57:00,YYYY,MM,DD,HH,Sat,29600,동면,2,1,2,1,,,1,1,,,,,,,,,,,,,,,,,
2019-08-17 13:02:00,YYYY,MM,DD,HH,Sat,19800,석사동,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,
2019-08-17 13:19:00,YYYY,MM,DD,HH,Sat,20300,교동,1,1,1,,1,,,,,,,,,,,,,1,,,,,,,
2019-08-17 13:38:00,YYYY,MM,DD,HH,Sat,32600,후평 1동,2,1,1,,2,,1,,,,,,,,,,,,,,,,,,
2019-08-17 14:07:00,YYYY,MM,DD,HH,Sat,19000,효자 1동,,,,,1,,,,,,,,,1,,,2,,,,,,,,
2019-08-18 11:01:00,YYYY,MM,DD,HH,Sun,17300,후평 2동,1,,,2,,,1,,,,,,,,,,,,,,,,,,
2019-08-18 11:06:00,YYYY,MM,DD,HH,Sun,36900,효자 2동,3,,,2,,,,1,,,,2,,,,,,,,,,,,,
2019-08-18 11:09:00,YYYY,MM,DD,HH,Sun,26600,약사명동,2,,,,1,,1,,,,,,,1,1,,,,,,,,,,
2019-08-18 11:09:00,YYYY,MM,DD,HH,Sun,22800,후평 1동,1,,,1,,,1,1,,,,1,,,,,,,,,,,,,
2019-08-18 11:23:00,YYYY,MM,DD,HH,Sun,17800,후평 3동,1,,,,,,,,,,,,,1,1,,,1,,,,,,,
2019-08-18 11:27:00,YYYY,MM,DD,HH,Sun,14100,교동,2,,,,,,,,,,,,,,1,,,,,,,,,,
2019-08-18 12:04:00,YYYY,MM,DD,HH,Sun,20000,석사동,,,,,1,,,1,,,,1,,1,,,,,,,,,,,
2019-08-18 12:22:00,YYYY,MM,DD,HH,Sun,15000,후평 2동,,1,1,,,,1,,,,,1,,,,,,,,,,,,,
2019-08-18 12:24:00,YYYY,MM,DD,HH,Sun,16000,석사동,,,,1,,,1,1,,,,,,,1,,,,,,,,,,
2019-08-18 12:50:00,YYYY,MM,DD,HH,Sun,23800,교동,1,,,,1,,1,,,,,1,,1,,,,,,,,,,,
2019-08-18 13:06:00,YYYY,MM,DD,HH,Sun,14300,동면,1,,,1,,1,,,,,,,,,,,,,,,,,,,
2019-08-18 13:29:00,YYYY,MM,DD,HH,Sun,14800,효자 2동,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2019-08-18 13:30:00,YYYY,MM,DD,HH,Sun,36100,후평 3동,2,,,2,,,,,,,,,,,,,,1,,,,3,,,
2019-08-18 14:39:00,YYYY,MM,DD,HH,Sun,23000,후평 3동,,1,,,1,1,,,,,,,,1,,,,,1,,,,,,
2019-08-18 12:40:00,YYYY,MM,DD,HH,Sun,16300,신사우동,1,,,,,1,,,,,,,,,,,,,1,,,,,,
2019-08-19 11:29:00,YYYY,MM,DD,HH,Mon,22800,동면,1,,,1,,,,1,,,,,,,,,,2,,,,,,,
2019-08-19 11:59:00,YYYY,MM,DD,HH,Mon,16800,석사동,1,1,,,,,,,,,,,,,1,,1,,,,,,,,
2019-08-19 12:08:00,YYYY,MM,DD,HH,Mon,21300,신사우동,1,,,,,,,1,,,,1,,1,,,,,,,,,,,
2019-08-19 12:10:00,YYYY,MM,DD,HH,Mon,19300,후평 2동,1,1,,,,,,,,,,1,,1,,,,,,,,,,,
2019-08-19 12:21:00,YYYY,MM,DD,HH,Mon,15800,후평 2동,1,1,1,,,1,,,,,,1,,1,,,,,,,,,,,
2019-08-19 12:34:00,YYYY,MM,DD,HH,Mon,23600,후평 3동,1,1,1,,,,1,,,,1,,,,,,,,1,,,,,,
2019-08-19 13:06:00,YYYY,MM,DD,HH,Mon,19300,동면,1,1,,,2,,,,,,,,,,,,,,,,,,,,
2019-08-19 13:24:00,YYYY,MM,DD,HH,Mon,14800,후평 1동,1,,,,,1,,,,,,,,,,,,1,,,,,,,
2019-08-19 13:53:00,YYYY,MM,DD,HH,Mon,24300,후평 1동,1,,,,1,,,,,,,1,,,,,,1,,1,,,,,
2019-08-19 14:16:00,YYYY,MM,DD,HH,Mon,23800,소양동,1,,,,1,,1,,,,,1,,1,,,,,,,,,,,
2019-08-19 14:20:00,YYYY,MM,DD,HH,Mon,15300,효자 3동,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-08-19 15:14:00,YYYY,MM,DD,HH,Mon,15300,후평 3동,,1,1,,,,,1,,,1,,,,,,,,,,,,,,
2019-08-19 15:27:00,YYYY,MM,DD,HH,Mon,21600,신사우동,2,,,,2,,,,,,,,,,,,,,,,,,,,
2019-08-19 15:30:00,YYYY,MM,DD,HH,Mon,18800,근화동,1,,,1,,,,,,,,,,1,,,1,,,,,,,,
2019-08-21 11:02:00,YYYY,MM,DD,HH,Wed,19900,후평 3동,3,,,1,,,,,,,,,,,,,,,,,,,,,
2019-08-21 11:04:00,YYYY,MM,DD,HH,Wed,18800,소양동,1,,,1,,,,,,,,1,,,,,,1,,,,,,,
2019-08-21 11:07:00,YYYY,MM,DD,HH,Wed,15300,강남동,1,,,,,,1,,,,,,,,2,,,,,,,,,,
2019-08-21 11:28:00,YYYY,MM,DD,HH,Wed,54000,약사명동,5,3,,1,,,,,,,,,,,,,,,,,,,,,
2019-08-21 12:13:00,YYYY,MM,DD,HH,Wed,18300,후평 2동,1,,,,1,,,,,,,,,1,1,,,,,,,,,,
2019-08-21 12:19:00,YYYY,MM,DD,HH,Wed,16100,후평 3동,2,,,,,,,,,,,1,,,,,,,,,,,,,
2019-08-21 12:29:00,YYYY,MM,DD,HH,Wed,19300,후평 1동,1,,,,,,1,,,,,1,,,,,,,,,1,,,,
2019-08-21 12:51:00,YYYY,MM,DD,HH,Wed,17500,후평 3동,,1,,1,,,,,,,,,,,,,1,,1,,,,,,
2019-08-21 13:01:00,YYYY,MM,DD,HH,Wed,15800,퇴계동,1,,,,,,,,,,,,,,2,,,1,,,,,,,
2019-08-21 13:15:00,YYYY,MM,DD,HH,Wed,17000,후평 2동,,,,2,1,,1,,,,,,,,,,,,,,,,,,
2019-08-21 13:26:00,YYYY,MM,DD,HH,Wed,15600,동내면,1,,,,,,,,,,1,,,,1,,,,,,1,,,,
2019-08-21 13:43:00,YYYY,MM,DD,HH,Wed,21100,신사우동,2,,,,,,,,,,,,,,,,,1,,1,,,,,
2019-08-21 14:11:00,YYYY,MM,DD,HH,Wed,25000,후평 2동,,1,,2,,,1,1,,,,,,1,,,,,,,,,,,
2019-08-21 14:38:00,YYYY,MM,DD,HH,Wed,23000,동면,,1,,,,,,1,,,,,,1,,,1,,,,,,1,,
2019-08-22 11:48:00,YYYY,MM,DD,HH,Thur,14800,후평 3동,1,,,1,,,,,,,,,,,,,,,1,,,,,,
2019-08-22 12:08:00,YYYY,MM,DD,HH,Thur,23300,효자 2동,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,
2019-08-22 12:12:00,YYYY,MM,DD,HH,Thur,15800,효자 2동,1,,,,1,,,,,,,1,,,,,,,,,,,,,
2019-08-22 12:55:00,YYYY,MM,DD,HH,Thur,16400,소양동,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-22 13:07:00,YYYY,MM,DD,HH,Thur,26600,후평 3동,2,,,1,,,2,,,,,,,1,,,,,,,,,,,
2019-08-22 13:49:00,YYYY,MM,DD,HH,Thur,23400,후평 1동,3,,,,,,2,,,,,,,,,,,,,,,,,,
2019-08-22 14:17:00,YYYY,MM,DD,HH,Thur,20600,효자 2동,2,,,,,,,,,,,1,,,,,,,,,,,1,,
2019-08-22 14:35:00,YYYY,MM,DD,HH,Thur,15800,후평 1동,1,,,,1,,,,,,,,,,,,,,1,,,,,,
2019-08-22 15:24:00,YYYY,MM,DD,HH,Thur,26000,동면,,,,1,1,,,,,,,1,,1,1,,,,,,,,,,
2019-08-23 11:28:00,YYYY,MM,DD,HH,Fri,42200,동면,4,3,,3,,,,,,,,,,,,,,,,,,,,,
2019-08-23 11:53:00,YYYY,MM,DD,HH,Fri,57700,퇴계동,9,,,,,,1,,,,,1,,1,,,,,,,,,,,
2019-08-23 12:42:00,YYYY,MM,DD,HH,Fri,14100,효자 2동,1,,,1,,,,,,,1,,,,,,,,,,,,,,
2019-08-23 12:47:00,YYYY,MM,DD,HH,Fri,19800,효자 2동,1,,,,,,,1,,,,,,1,,,,1,,,,,,,
2019-08-23 15:32:00,YYYY,MM,DD,HH,Fri,22000,후평 3동,,,,1,,1,1,,,,,,,,,,,,,1,,1,,,
2019-08-24 11:06:00,YYYY,MM,DD,HH,Sat,16000,후평 1동,,,,2,,,2,,,,,,,,,,,,,,,,,,
2019-08-24 11:09:00,YYYY,MM,DD,HH,Sat,20100,후평 1동,1,,,,,,,,,,1,,,1,2,,,,,,,,,,
2019-08-24 11:13:00,YYYY,MM,DD,HH,Sat,25600,효자 2동,1,1,,,1,,,,,,1,,,,1,,,,,,,,1,,
2019-08-24 11:14:00,YYYY,MM,DD,HH,Sat,23100,동면,2,1,,1,1,,,,,,,,,,,,,,,,,,,,
2019-08-24 11:14:00,YYYY,MM,DD,HH,Sat,17300,후평 3동,1,1,,1,,,1,,,,,,,,,,,,,,,,,,
2019-08-24 11:18:00,YYYY,MM,DD,HH,Sat,24900,후평 3동,3,,,1,,,,,,,,,,,2,,,,,,,,,,
2019-08-24 11:19:00,YYYY,MM,DD,HH,Sat,17300,강남동,1,,,3,,,,,,,,,,,,,,,,,,,,,
2019-08-24 11:42:00,YYYY,MM,DD,HH,Sat,14300,후평 1동,1,,,1,,,,,,,,,,,,,,1,,,,,,,
2019-08-24 11:51:00,YYYY,MM,DD,HH,Sat,15600,후평 3동,2,,,,,1,,,,,,,,,,,,,,,,,,,
2019-08-24 11:55:00,YYYY,MM,DD,HH,Sat,20800,동면,,1,,2,,,,,,,1,,,,,,,,1,,,,,,
2019-08-24 12:28:00,YYYY,MM,DD,HH,Sat,15800,소양동,1,,,,,,,,,,,1,,1,,,,,,,,,,,
2019-08-24 12:56:00,YYYY,MM,DD,HH,Sat,23300,신사우동,1,2,,,,1,,1,,,,,,,,,,,,,,,,,
2019-08-24 13:07:00,YYYY,MM,DD,HH,Sat,14800,효자 3동,1,1,,,,,,,,,,,,,,,,,1,,,,,,
2019-08-24 14:13:00,YYYY,MM,DD,HH,Sat,15300,후평 2동,1,,,,,,,1,,,,,,,,,1,,,,,,,,
2019-08-25 11:02:00,YYYY,MM,DD,HH,Sun,16400,효자 2동,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-25 11:04:00,YYYY,MM,DD,HH,Sun,15300,소양동,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-08-25 11:06:00,YYYY,MM,DD,HH,Sun,17300,동면,1,,,,,,1,1,,,,,,,1,,,,,,,,,,
2019-08-25 11:18:00,YYYY,MM,DD,HH,Sun,15300,동면,1,1,,,,,,,,,,,,,2,,,,,,,,,,
2019-08-25 11:53:00,YYYY,MM,DD,HH,Sun,15300,소양동,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
2019-08-25 12:02:00,YYYY,MM,DD,HH,Sun,15800,석사동,1,,,,1,,,,,,,1,,,,,,,,,,,,,
2019-08-25 12:05:00,YYYY,MM,DD,HH,Sun,22100,후평 1동,2,,,,,,3,,,,,,,,,,,,,,,,,,
2019-08-25 12:05:00,YYYY,MM,DD,HH,Sun,14100,후평 2동,2,,,,,,,,,,,,,,1,,,,,,,,,,
2019-08-25 12:23:00,YYYY,MM,DD,HH,Sun,25300,후평 3동,1,,,1,,,1,,,,,,,,1,,,,1,,,1,,,
2019-08-25 12:43:00,YYYY,MM,DD,HH,Sun,17400,신사우동,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-25 12:48:00,YYYY,MM,DD,HH,Sun,15100,퇴계동,1,,,,1,,,,,,1,,,,,,,,,,,,,,
2019-08-25 13:13:00,YYYY,MM,DD,HH,Sun,15600,퇴계동,2,,,,,1,,,,,,,,,,,,,,,,,,,
2019-08-26 11:16:00,YYYY,MM,DD,HH,Mon,17800,효자 2동,1,,,,,,,,,,,1,,,1,,,1,,,,,,,
2019-08-26 11:17:00,YYYY,MM,DD,HH,Mon,19900,동면,3,1,,,,,,,,,,,,,,,,,,,,,,,
2019-08-26 11:30:00,YYYY,MM,DD,HH,Mon,18000,동면,,,,1,,1,1,,,,,,,,2,,,,,,,,,,
2019-08-26 11:49:00,YYYY,MM,DD,HH,Mon,15500,동면,,,,,2,,,,,,,1,,,,,,,,,,,,,
2019-08-26 12:05:00,YYYY,MM,DD,HH,Mon,14800,동면,1,,,1,1,,,,,,,,,,,,,,,,,,,,
2019-08-26 14:25:00,YYYY,MM,DD,HH,Mon,15300,효자 2동,1,,,,,1,,,,,,1,,,,,,,,,,,,,
2019-08-26 15:48:00,YYYY,MM,DD,HH,Mon,21600,신사우동,2,,,,2,,,,,,,,,,,,,,,,,,,,
2019-08-26 16:06:00,YYYY,MM,DD,HH,Mon,14000,후평 2동,,,,,,2,,,,,,,,,,,,1,,,,,,,
2019-08-26 16:11:00,YYYY,MM,DD,HH,Mon,22800,후평 3동,1,,,,1,,,1,,,,,,1,1,,,,,,,,,,
2019-08-28 11:19:00,YYYY,MM,DD,HH,Wed,16300,석사동,1,1,,1,,,,,,,,,,,1,,,,,,,,,,
2019-08-28 11:30:00,YYYY,MM,DD,HH,Wed,34100,후평 3동,2,,,,2,,,,,,,,,,,,,,,3,,,,,
2019-08-28 12:20:00,YYYY,MM,DD,HH,Wed,30400,강남동,3,,,2,,,2,,,,,,,,,,,,,,,,,,
2019-08-28 12:24:00,YYYY,MM,DD,HH,Wed,18000,후평 3동,,,,,1,,,,,,,1,,,1,,,,,1,,,,,
2019-08-28 12:46:00,YYYY,MM,DD,HH,Wed,18600,효자 1동,2,,,2,,,,,,,,,,,,,,,,,,,,,
2019-08-28 13:42:00,YYYY,MM,DD,HH,Wed,14800,석사동,1,,,,,,1,,,,,1,,,,,,,,,,,,,
2019-08-28 13:57:00,YYYY,MM,DD,HH,Wed,33400,후평 2동,3,,,,,,,1,,,,,,,,,,2,1,,,,,,
2019-08-28 14:05:00,YYYY,MM,DD,HH,Wed,19300,후평 3동,1,1,,,,,,,,,,1,,,,,,,1,,,,,,
2019-08-29 11:04:00,YYYY,MM,DD,HH,Thur,22300,조운동,1,2,,,,,1,,,,,,,,2,,,,,,,,,,
2019-08-29 12:25:00,YYYY,MM,DD,HH,Thur,18300,후평 3동,1,,,2,,,,,,,,,,,,,,,,1,,,,,
2019-08-29 12:35:00,YYYY,MM,DD,HH,Thur,16100,동면,2,,,,,,,1,,,,,,,,,,,,,,,,,
2019-08-29 13:12:00,YYYY,MM,DD,HH,Thur,24000,후평 1동,,,,,,,,,,,,,,,,,,1,,,,2,2,,
2019-08-29 13:28:00,YYYY,MM,DD,HH,Thur,53800,후평 1동,6,2,,1,,,,1,,,,,,,,,,2,,,,,,,
2019-08-29 14:01:00,YYYY,MM,DD,HH,Thur,30800,효자 1동,6,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-29 14:31:00,YYYY,MM,DD,HH,Thur,15500,신사우동,,,,1,,,,,,,,,,1,,,,,1,,,,,,
2019-08-29 15:08:00,YYYY,MM,DD,HH,Thur,15000,후평 1동,,,,1,,,,,,,,,,,2,,,,,,,1,,,
2019-08-29 16:15:00,YYYY,MM,DD,HH,Thur,19000,후평 2동,,1,1,,,,1,,,,,,,1,,,1,,,,,,,,
2019-08-29 16:45:00,YYYY,MM,DD,HH,Thur,24300,효자 2동,1,,,,1,1,,1,,,,1,,,,,,,,,,,,,
2019-08-29 16:46:00,YYYY,MM,DD,HH,Thur,15100,교동,1,,,,,,,,,,1,1,,,,,,,,,,,,,
2019-08-30 11:10:00,YYYY,MM,DD,HH,Fri,16400,약사명동,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 11:16:00,YYYY,MM,DD,HH,Fri,14800,동면,1,1,,,,,,,,,,,,,,,,,,,,1,,,
2019-08-30 11:18:00,YYYY,MM,DD,HH,Fri,39300,후평 1동,6,,,,,,,,,,,,,1,,,,1,,,,,,,
2019-08-30 11:36:00,YYYY,MM,DD,HH,Fri,20600,후평 2동,2,,,,,,,,,,,,,2,,,,,,,,,,,
2019-08-30 13:10:00,YYYY,MM,DD,HH,Fri,14300,후평 1동,1,,,1,,,,,,,,,,,,,,1,,,,,,,
2019-08-30 14:13:00,YYYY,MM,DD,HH,Fri,16000,동면,,,,1,,,1,,,,,1,,,1,,,,,,,,,,
2019-08-30 14:30:00,YYYY,MM,DD,HH,Fri,21200,동면,4,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 15:00:00,YYYY,MM,DD,HH,Fri,23100,후평 1동,2,,,,,,2,,,,,,,1,,,,,,,,,,,
2019-08-30 15:05:00,YYYY,MM,DD,HH,Fri,28800,동면,1,1,1,,,,1,,,,,,,,,,,,,,,1,,,
2019-08-30 15:25:00,YYYY,MM,DD,HH,Fri,28300,후평 1동,1,,,,,,,,,,,,,,,,,2,2,,1,,,,
2019-08-30 15:39:00,YYYY,MM,DD,HH,Fri,15500,동면,,,,,2,,,1,,,,,,,,,,,,,,,,,
2019-08-30 16:18:00,YYYY,MM,DD,HH,Fri,18800,동면,1,1,,,1,,,,,,,,,,,,,1,,,,,,,
2019-08-31 11:15:00,YYYY,MM,DD,HH,Sat,18600,효자 2동,1,,,,1,,1,,,,1,,,,,,,,,,,,,,
