datetime,year,month,day,hour,day of week,total,place,angbutter,plain bread,jam,croissant,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,gateau chocolat,pandoro,cheese cake,orange pound,wiener,tiramisu,merinque cookies,americano,caffe latte,milk tea,lemon ade,vanila latte,berry ade,food items,drinks
2019-12-11 14:26:00,YYYY,MM,DD,HH,Wed,32000,소양동,,2,,2,,,2,,,,,,,2,,,,,,,,,,,
2019-12-11 15:05:00,YYYY,MM,DD,HH,Wed,14500,후평 3동,,1,1,1,,,,,,,,,,,,,,1,,,,,,,
2019-12-11 15:07:00,YYYY,MM,DD,HH,Wed,14300,후평 3동,1,,,1,,,,,,,,,,,,,,1,,,,,,,
2019-12-12 11:15:00,YYYY,MM,DD,HH,Thur,29200,후평 1동,4,1,,,1,,,,,,,,,,,,,,,,,,,,
2019-12-12 11:27:00,YYYY,MM,DD,HH,Thur,14800,효자 3동,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2019-12-12 11:48:00,YYYY,MM,DD,HH,Thur,22300,신사우동,1,,,,3,,,,,,,,,,,,,,,,,,,,
2019-12-12 12:50:00,YYYY,MM,DD,HH,Thur,20600,근화동,2,1,2,,,,,,,,,,,,1,,,,,,,,,,
2019-12-12 12:57:00,YYYY,MM,DD,HH,Thur,23300,동면,1,,,,,,,,,,,,,1,,,,3,,,,,,,
2019-12-12 13:41:00,YYYY,MM,DD,HH,Thur,17400,석사동,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-12 14:09:00,YYYY,MM,DD,HH,Thur,16300,근화동,1,,,1,,,1,,,,,,,,1,,,,,,,,,,
2019-12-12 14:34:00,YYYY,MM,DD,HH,Thur,16300,효자 2동,1,1,1,,,,,,,,,,,,,,,,,1,,,,,
2019-12-12 14:52:00,YYYY,MM,DD,HH,Thur,19500,동면,,1,1,,,,1,,,,,,,,,,,,1,,,,1,,
2019-12-12 17:22:00,YYYY,MM,DD,HH,Thur,21800,동면,,,,,1,1,,,,,1,,1,,1,,,,,,,,,,
2019-12-13 11:27:00,YYYY,MM,DD,HH,Fri,21100,석사동,2,,,,,,,,,,,,,,,,,1,1,,,,,,
2019-12-13 11:45:00,YYYY,MM,DD,HH,Fri,16400,효자 2동,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-13 12:40:00,YYYY,MM,DD,HH,Fri,22800,동면,1,,,,,,,,,,,,,,,,,4,,,,,,,
2019-12-13 14:21:00,YYYY,MM,DD,HH,Fri,14800,동면,1,,,1,,,,,,,,,,,,,,,1,,,,,,
2019-12-13 15:53:00,YYYY,MM,DD,HH,Fri,16800,석사동,1,1,1,,,,,,,,,,,,,,,1,,,,,,,
2019-12-13 16:48:00,YYYY,MM,DD,HH,Fri,14000,후평 2동,,1,1,1,,,1,,,,,,,,,,,,,,,,,,
2019-12-14 11:51:00,YYYY,MM,DD,HH,Sat,40500,퇴계동,5,,,,3,,,,,,,,,,,,,,,,,,,,
2019-12-14 11:59:00,YYYY,MM,DD,HH,Sat,17300,효자 2동,1,2,,1,,,,,,,,,,,,,,,,,,,,,
2019-12-14 12:19:00,YYYY,MM,DD,HH,Sat,23800,후평 2동,1,,,,,,1,,,,,,,,,,,,3,,,,,,
2019-12-14 12:41:00,YYYY,MM,DD,HH,Sat,18300,동면,1,2,,,1,,,,,,,,,,,,,,,,,,,,
2019-12-14 12:51:00,YYYY,MM,DD,HH,Sat,19300,동면,1,,,1,1,,,,,,,,,,,,,,,,,1,,,
2019-12-14 13:14:00,YYYY,MM,DD,HH,Sat,15800,동면,1,,,,1,,,,,,,,,,,,,,,1,,,,,
2019-12-14 14:15:00,YYYY,MM,DD,HH,Sat,16800,석사동,1,,,,1,,,,,,,,,,,,,,,1,,,,,
2019-12-15 12:14:00,YYYY,MM,DD,HH,Sun,19300,효자 2동,1,,,1,,,,1,,,,,,,,,,,,,,1,,,
2019-12-15 12:14:00,YYYY,MM,DD,HH,Sun,26000,효자 1동,5,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-15 13:41:00,YYYY,MM,DD,HH,Sun,15000,동면,,,,,,,1,,,,,,1,1,,,,,,,,,,,
2019-12-15 13:43:00,YYYY,MM,DD,HH,Sun,14000,동면,1,,,,,2,,,,,,,,,,,,,,,,,,,
2019-12-15 14:06:00,YYYY,MM,DD,HH,Sun,45400,동면,3,,,,,2,,,,,,,,,,,,3,2,,,,,,
2019-12-15 14:46:00,YYYY,MM,DD,HH,Sun,21800,신사우동,2,,,,1,,,,,,,,,,,,,,,,,,1,,
2019-12-15 15:16:00,YYYY,MM,DD,HH,Sun,15300,효자 3동,1,,,,1,1,,,,,,,,,,,,,,,,,,,
2019-12-15 15:53:00,YYYY,MM,DD,HH,Sun,17100,석사동,2,,,,,,,,,,,,,,,,,,,1,,,,,
2019-12-16 11:12:00,YYYY,MM,DD,HH,Mon,15300,동면,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-12-16 11:41:00,YYYY,MM,DD,HH,Mon,18900,조운동,3,,,,,,,,,,,,,,1,,,,,,,,,,
2019-12-16 12:07:00,YYYY,MM,DD,HH,Mon,14100,후평 2동,1,,,,,,1,,,,1,,,,,,,,,,,,,,
2019-12-16 12:58:00,YYYY,MM,DD,HH,Mon,14800,효자 2동,1,,,,,,1,,,,,,,,,,,,,,,1,,,
2019-12-16 13:21:00,YYYY,MM,DD,HH,Mon,16800,동내면,1,,,,1,,,,,,,,,1,,,,,,,,,,,
2019-12-16 13:37:00,YYYY,MM,DD,HH,Mon,14500,후평 1동,,1,,,1,,,,,,,,,,,,,,1,,,,,,
2019-12-16 14:26:00,YYYY,MM,DD,HH,Mon,20300,효자 3동,1,,,,1,,,,,,,,,,,,,,,2,,,,,
2019-12-16 14:31:00,YYYY,MM,DD,HH,Mon,23600,근화동,3,,,1,,,,,,,,,,1,,,,,,,,,,,
2019-12-16 14:32:00,YYYY,MM,DD,HH,Mon,19500,효자 2동,,,,,1,1,,,,,,,,1,,,,,1,,,,,,
2019-12-18 11:22:00,YYYY,MM,DD,HH,Wed,52800,석사동,5,,,,1,,1,,,,1,,,1,1,,,,,,,,,,
2019-12-18 12:39:00,YYYY,MM,DD,HH,Wed,14000,후평 3동,1,1,,,,,,,,,,,,,,,,,1,,,,,,
2019-12-18 12:45:00,YYYY,MM,DD,HH,Wed,19600,동면,2,1,,,1,,,,,,,,,,,,,,,,,,,,
2019-12-18 13:28:00,YYYY,MM,DD,HH,Wed,14100,동면,2,,,,,,,,,,,,,,1,,,,,,,,,,
2019-12-18 13:51:00,YYYY,MM,DD,HH,Wed,19600,동면,2,1,,,,,,,,,,,,,,,,,,,1,,,,
2019-12-18 14:40:00,YYYY,MM,DD,HH,Wed,15500,효자 3동,,,,,,,,,,,,,,,,,,,,3,,,,,
2019-12-18 15:05:00,YYYY,MM,DD,HH,Wed,19100,후평 2동,2,,,,,1,1,,,,,,,,,,,,,,,,,,
2019-12-18 15:23:00,YYYY,MM,DD,HH,Wed,51200,효자 2동,2,,,2,,,2,,,,2,2,,2,,,,,,,,,,,
2019-12-19 11:29:00,YYYY,MM,DD,HH,Thur,24800,동면,1,,,2,,1,1,,,,,,,,,,,,,,,,,,
2019-12-19 11:45:00,YYYY,MM,DD,HH,Thur,35300,석사동,1,1,,1,1,,2,,,,,1,,1,,,,,,,,,,,
2019-12-19 12:16:00,YYYY,MM,DD,HH,Thur,14300,효자 2동,1,1,1,,,,,,,,,,,,1,,,,,,,,,,
2019-12-19 12:17:00,YYYY,MM,DD,HH,Thur,15800,동면,1,,,,2,,,,,,,,,,,,,,,,,,,,
2019-12-19 13:02:00,YYYY,MM,DD,HH,Thur,15600,후평 3동,2,,,,,,,,,,,,,,,,1,,,,,,,,
2019-12-19 13:04:00,YYYY,MM,DD,HH,Thur,16400,후평 3동,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-19 13:06:00,YYYY,MM,DD,HH,Thur,32500,동면,,1,1,2,1,,2,,,,,,,,1,,,,,1,,,,,
2019-12-19 13:21:00,YYYY,MM,DD,HH,Thur,14300,동면,,2,1,,,,,,,,1,,,,,,,,,,,,,,
2019-12-19 13:53:00,YYYY,MM,DD,HH,Thur,16600,소양동,2,,,,,,,,,,,,,,2,,,,,,,,,,
2019-12-20 11:18:00,YYYY,MM,DD,HH,Fri,16800,석사동,1,,,,1,,,,,,,,,1,,,,,,,,,,,
2019-12-20 11:53:00,YYYY,MM,DD,HH,Fri,16300,퇴계동,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-12-20 13:29:00,YYYY,MM,DD,HH,Fri,21600,강남동,2,,,,,,,2,,,,,,,,,,,,,,,,,
2019-12-20 14:29:00,YYYY,MM,DD,HH,Fri,19300,근화동,1,1,,,1,,,,,,,,,1,,,,,,,,,,,
2019-12-20 15:37:00,YYYY,MM,DD,HH,Fri,16800,석사동,1,1,1,,,,,,,,,,,,,,,1,,,,,,,
2019-12-20 16:43:00,YYYY,MM,DD,HH,Fri,31100,석사동,2,2,,2,,,,,,,,,,1,,,,,,,,,,,
2019-12-21 11:04:00,YYYY,MM,DD,HH,Sat,15100,후평 3동,1,,,,1,,,,,,1,,,,,,,,,,,,,,
2019-12-21 11:52:00,YYYY,MM,DD,HH,Sat,14800,효자 2동,1,,,,,,1,,,,,,,1,,,,,,,,,,,
2019-12-21 12:02:00,YYYY,MM,DD,HH,Sat,19800,후평 2동,1,,,,,,,,,,,,,1,,,,1,,,,,1,,
2019-12-21 12:17:00,YYYY,MM,DD,HH,Sat,15300,후평 1동,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-12-21 12:24:00,YYYY,MM,DD,HH,Sat,25300,동면,1,,,,,,1,1,,,,,,,1,,,2,,,,,,,
2019-12-21 13:29:00,YYYY,MM,DD,HH,Sat,18500,후평 2동,,,,4,,,,,,,,,,,1,,,,,,,,,,
2019-12-21 13:58:00,YYYY,MM,DD,HH,Sat,20000,퇴계동,,1,,1,,1,1,,,,,,,,1,,,,,,,,,,
2019-12-21 14:18:00,YYYY,MM,DD,HH,Sat,15800,효자 3동,1,,,,1,,,,,,,,,,,,,,1,,,,,,
2019-12-21 14:28:00,YYYY,MM,DD,HH,Sat,18500,후평 1동,,,,,,1,1,,,,,,,1,,,,,,1,,,,,
2019-12-21 14:43:00,YYYY,MM,DD,HH,Sat,30900,효자 2동,2,,,1,,1,1,,,,1,,,1,,,,,,,,,,,
2019-12-22 11:05:00,YYYY,MM,DD,HH,Sun,14800,후평 3동,1,,,1,,,,,,,,,,,,,,,,,,1,,,
2019-12-22 11:33:00,YYYY,MM,DD,HH,Sun,46000,동면,2,3,,4,,,,,,,,1,,1,1,,,,,,,,,,
2019-12-22 11:38:00,YYYY,MM,DD,HH,Sun,19300,동면,1,,,,1,,1,,,,,,,1,,,,,,,,,,,
2019-12-22 12:21:00,YYYY,MM,DD,HH,Sun,19300,석사동,1,,,,,,1,,,,,,,,,,,2,,,,,,,
2019-12-22 13:54:00,YYYY,MM,DD,HH,Sun,15300,효자 2동,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-12-22 14:03:00,YYYY,MM,DD,HH,Sun,16000,후평 2동,,4,,,,,,,,,,,,,,,,,,,,,,,
2019-12-22 14:17:00,YYYY,MM,DD,HH,Sun,20300,석사동,1,1,,,,,,,,,,,,1,,,,,,,,1,,,
2019-12-22 14:35:00,YYYY,MM,DD,HH,Sun,19300,후평 1동,1,,,,1,,,,,,,,,,,,,2,,,,,,,
2019-12-22 14:45:00,YYYY,MM,DD,HH,Sun,19000,후평 1동,,,,1,1,,,,,,,1,,1,,,,,,,,,,,
2019-12-22 15:10:00,YYYY,MM,DD,HH,Sun,15000,효자 2동,,,,,1,,,,,,,,,,,,,1,1,,,,,,
2019-12-22 15:53:00,YYYY,MM,DD,HH,Sun,19600,효자 2동,2,,,1,1,,,,,,,,,,,,,,,,,,,,
2019-12-23 11:31:00,YYYY,MM,DD,HH,Mon,26100,석사동,2,,,,,1,,1,,,,,1,,,,,,,,,,,,
2019-12-23 12:06:00,YYYY,MM,DD,HH,Mon,23800,후평 2동,1,,,,1,2,,,,,,,,,,,,,,1,,,,,
2019-12-23 13:05:00,YYYY,MM,DD,HH,Mon,25600,동면,2,,,,,,,,,,,,1,,2,,,1,,,,,,,
2019-12-23 13:37:00,YYYY,MM,DD,HH,Mon,27300,후평 2동,1,,,1,,,,,,,,,,1,,,,2,,1,,,,,
2019-12-23 13:57:00,YYYY,MM,DD,HH,Mon,30300,신사우동,1,,,,,,1,,,,,,,,,,,,3,1,,,,,
2019-12-23 14:42:00,YYYY,MM,DD,HH,Mon,19500,퇴계동,,,,1,1,,1,,,,,,,,2,,,,,,,,,,
2019-12-23 15:03:00,YYYY,MM,DD,HH,Mon,14000,후평 1동,1,1,,,,,,,,,,,,1,,,,,,,,,,,
2019-12-24 11:13:00,YYYY,MM,DD,HH,Tues,15300,동면,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-12-24 11:17:00,YYYY,MM,DD,HH,Tues,21400,조운동,3,,,,,,,,,,,,,,2,,,,,,,,,,
2019-12-24 13:14:00,YYYY,MM,DD,HH,Tues,19300,후평 1동,,,,,1,,,,,,1,,1,,,,1,,,,,,,,
2019-12-25 11:29:00,YYYY,MM,DD,HH,Wed,24100,동면,2,1,,,1,,,,,,,,,1,,,,,,,,,,,
2019-12-25 11:55:00,YYYY,MM,DD,HH,Wed,15300,후평 1동,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
2019-12-25 12:16:00,YYYY,MM,DD,HH,Wed,14800,소양동,1,,,1,1,,,,,,,,,,,,,,,,,,,,
2019-12-25 14:47:00,YYYY,MM,DD,HH,Wed,20000,교동,,,,,1,,,,,,,,1,,,,,1,,,,1,,,
2019-12-25 15:00:00,YYYY,MM,DD,HH,Wed,18300,후평 2동,1,,,2,,,,,,,,,,,,,,,1,,,,,,
2019-12-25 17:14:00,YYYY,MM,DD,HH,Wed,17000,후평 2동,,3,,,,,,,,,,,,,,,,,,,,1,,,
2019-12-26 12:16:00,YYYY,MM,DD,HH,Thur,20500,효자 2동,,1,1,,1,,,,,,,,,1,,,,,,,,1,,,
2019-12-26 12:18:00,YYYY,MM,DD,HH,Thur,26600,석사동,2,,,,1,,,,,,,,1,,,,,,,1,,,,,
2019-12-26 13:47:00,YYYY,MM,DD,HH,Thur,14500,후평 3동,,,,1,2,,,,,,,,,,,,,,,,,,,,
2019-12-26 14:06:00,YYYY,MM,DD,HH,Thur,15600,교동,2,,,,,,,,,,,,,,,,,1,,,,,,,
2019-12-26 15:18:00,YYYY,MM,DD,HH,Thur,15300,퇴계동,,,,,,1,,,,,1,,,1,,,,,,,,,,,
2019-12-27 11:39:00,YYYY,MM,DD,HH,Fri,16300,효자 3동,1,1,1,,1,,,,,,,,,,,,,,,,,,,,
2019-12-27 12:45:00,YYYY,MM,DD,HH,Fri,15800,조운동,1,,,,1,,,,,,,,,1,,,,,,,,,,,
2019-12-27 12:49:00,YYYY,MM,DD,HH,Fri,15000,동면,,,,1,,,2,,,,,,,,1,,,,,,,,,,
2019-12-28 11:10:00,YYYY,MM,DD,HH,Sat,16100,소양동,2,,,,1,,,,,,,,,,,,,,,,,,,,
2019-12-28 11:48:00,YYYY,MM,DD,HH,Sat,14800,효자 3동,1,,,,1,,1,,,,,,,,,,,,,,,,,,
2019-12-28 12:04:00,YYYY,MM,DD,HH,Sat,17000,후평 3동,,1,2,,,1,,,,,,,,1,,,,,,,,,,,
2019-12-28 12:09:00,YYYY,MM,DD,HH,Sat,22300,후평 3동,1,,,,,1,,,,,,2,,,1,,,,,,,,,,
2019-12-28 12:35:00,YYYY,MM,DD,HH,Sat,20900,후평 1동,3,,,,1,,,,,,,,,,,,,,,,,,,,
2019-12-28 13:09:00,YYYY,MM,DD,HH,Sat,35600,후평 1동,7,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28 13:12:00,YYYY,MM,DD,HH,Sat,18800,후평 2동,1,,,,,,1,,,,,,,1,,,,1,,,,,,,
2019-12-28 13:31:00,YYYY,MM,DD,HH,Sat,21500,교동,,,,3,1,,,,,,,,,,,,,,1,,,,,,
2019-12-28 13:47:00,YYYY,MM,DD,HH,Sat,18800,동면,1,1,,,1,,,,,,,,,,,,,1,,,,,,,
2019-12-28 14:20:00,YYYY,MM,DD,HH,Sat,22000,석사동,,,,,,,,,,,,2,2,,,,,,,,,,,,
2019-12-28 14:51:00,YYYY,MM,DD,HH,Sat,17000,퇴계동,,,,4,,,,,,,,,,,,,,,,,,,,,
2019-12-28 14:55:00,YYYY,MM,DD,HH,Sat,21500,퇴계동,,2,,,1,,2,,,,,,,,,,,,,,,,,,
2019-12-28 14:58:00,YYYY,MM,DD,HH,Sat,24300,후평 2동,1,1,,,,,,1,,,,,1,,,,,,,,,,,,
2019-12-28 15:52:00,YYYY,MM,DD,HH,Sat,19300,후평 3동,1,,,1,,1,,,,,,,,,2,,,,,,,,,,
2019-12-28 16:18:00,YYYY,MM,DD,HH,Sat,58900,동면,3,2,,4,3,2,,,,,,,,,,,,,,,,,,,
2019-12-28 16:38:00,YYYY,MM,DD,HH,Sat,21100,동면,2,,,,,,,1,,,,,1,,,,,,,,,,,,
2019-12-29 11:16:00,YYYY,MM,DD,HH,Sun,14000,조운동,1,,,,1,,1,,,,,,,,,,,,,,,,,,
2019-12-29 11:34:00,YYYY,MM,DD,HH,Sun,15300,교동,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-12-29 12:11:00,YYYY,MM,DD,HH,Sun,15300,동면,1,,,,,1,,,,,,,,1,,,,,,,,,,,
2019-12-29 12:24:00,YYYY,MM,DD,HH,Sun,23900,후평 1동,4,1,,,,,,,,,,,,,,,,,,,,,,,
2019-12-29 12:39:00,YYYY,MM,DD,HH,Sun,14800,동면,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2019-12-29 12:52:00,YYYY,MM,DD,HH,Sun,23800,효자 3동,2,1,,,1,,,,,,,,1,,,,,,,,,,,,
2019-12-29 13:03:00,YYYY,MM,DD,HH,Sun,19800,효자 3동,,1,1,,,,,,,,1,,,1,,,,,,,,1,,,
2019-12-29 13:34:00,YYYY,MM,DD,HH,Sun,14800,후평 3동,1,,,,,,1,,,,,1,,,,,,,,,,,,,
2019-12-29 13:43:00,YYYY,MM,DD,HH,Sun,15800,효자 1동,1,,,,,1,,,,,,,1,,,,,,,,,,,,
2019-12-29 14:26:00,YYYY,MM,DD,HH,Sun,14800,동면,1,,,,,,1,,,,,,,,,,,,,,,1,,,
2019-12-29 14:32:00,YYYY,MM,DD,HH,Sun,15000,후평 3동,,,,,1,,,,,,,1,,,,,,1,,,,,,,
2019-12-29 14:39:00,YYYY,MM,DD,HH,Sun,14000,후평 2동,,1,,,,,,,,,,,,,,,,1,1,,,,,,
2019-12-29 14:42:00,YYYY,MM,DD,HH,Sun,22800,동면,1,,,,,1,1,,,,,,,,,,,1,,,,1,,,
2019-12-29 16:02:00,YYYY,MM,DD,HH,Sun,25500,신사우동,,1,,,,,,1,,,,,,1,2,,,1,,,,,,,
2019-12-30 11:27:00,YYYY,MM,DD,HH,Mon,19800,동면,1,,,,1,,,,,,,,,1,,,,1,,,,,,,
2019-12-30 11:44:00,YYYY,MM,DD,HH,Mon,15300,석사동,1,1,1,,,,,,,,,,,,1,,,,,,,,,,
2019-12-30 12:23:00,YYYY,MM,DD,HH,Mon,91300,석사동,6,,,,6,,6,,,,,2,,,1,,,,,,,,,,
2019-12-30 14:35:00,YYYY,MM,DD,HH,Mon,53900,신사우동,3,1,,4,,,,2,,,,,,2,,,,,,,,,,,
2019-12-30 15:12:00,YYYY,MM,DD,HH,Mon,16100,효자 1동,2,,,,1,,,,,,,,,,,,,,,,,,,,
2019-12-30 15:22:00,YYYY,MM,DD,HH,Mon,26100,퇴계동,2,,,,,,,,,,,,,1,,,,,,2,,,,,
2019-12-30 15:44:00,YYYY,MM,DD,HH,Mon,15800,조운동,1,,,,,,,,,,,,,,2,,1,,,,,,,,
2020-01-02 11:22:00,YYYY,MM,DD,HH,Thur,15000,석사동,,1,1,1,,,1,,,,,,,,,,,,,,,,,,
2020-01-02 11:23:00,YYYY,MM,DD,HH,Thur,20300,동면,1,,,,1,,,,,,,1,,1,,,,,,,,,,,
2020-01-02 11:33:00,YYYY,MM,DD,HH,Thur,42900,퇴계동,3,,,1,,,,1,,,,1,,1,,,1,,,,,,,,
2020-01-02 12:17:00,YYYY,MM,DD,HH,Thur,16500,후평 3동,,1,,,,,,,,,,,,,1,,,1,1,,,,,,
2020-01-02 12:27:00,YYYY,MM,DD,HH,Thur,14300,효자 2동,2,1,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02 12:33:00,YYYY,MM,DD,HH,Thur,14800,후평 1동,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2020-01-02 12:50:00,YYYY,MM,DD,HH,Thur,29300,효자 3동,1,,,,1,,,,,,,,,1,,,,,,1,,,,,
2020-01-02 14:06:00,YYYY,MM,DD,HH,Thur,17600,퇴계동,2,1,1,,,,,,,,,,,,,,,,,,,,,,
2020-01-02 14:16:00,YYYY,MM,DD,HH,Thur,16500,후평 2동,,,,1,,1,2,,,,,,,,,,,,,,,,,,
2020-01-02 15:40:00,YYYY,MM,DD,HH,Thur,46900,신사우동,8,,,,1,,,,,,,,,,,,,,,,,,,,
2020-01-03 11:03:00,YYYY,MM,DD,HH,Fri,21600,퇴계동,2,,,,,,,,,,,1,,,,,,,,,,1,,,
2020-01-03 11:14:00,YYYY,MM,DD,HH,Fri,15500,소양동,,,,,,,,,,,,1,,1,,,,,,1,,,,,
2020-01-03 11:17:00,YYYY,MM,DD,HH,Fri,20300,퇴계동,1,,,1,1,,,,,,,,,1,,,,,,,,,,,
2020-01-03 11:59:00,YYYY,MM,DD,HH,Fri,16300,후평 3동,1,,,,,,,1,,,,,,,2,,,,,,,,,,
2020-01-03 13:44:00,YYYY,MM,DD,HH,Fri,17300,후평 3동,1,1,,,1,,,,,,,,,,1,,,,,,,,,,
2020-01-03 14:05:00,YYYY,MM,DD,HH,Fri,17000,후평 3동,,1,,1,,,,,,,,1,,,,,,,,,,,,,
2020-01-03 14:17:00,YYYY,MM,DD,HH,Fri,43100,효자 1동,2,,,,4,,,,,,,2,,1,,,,,,,,,,,
2020-01-03 14:18:00,YYYY,MM,DD,HH,Fri,18000,강남동,,1,,2,,,,,,,,,,1,,,,,,,,,,,
2020-01-03 15:41:00,YYYY,MM,DD,HH,Fri,16100,효자 2동,2,,,,,,,,,,,,,1,,,,,,,,,,,
2020-01-03 16:06:00,YYYY,MM,DD,HH,Fri,17300,조운동,,1,,,,,1,,,,1,,,,,,,,1,,,,,,
2020-01-03 16:25:00,YYYY,MM,DD,HH,Fri,15100,효자 2동,1,,,,,,,,,,1,,,1,,,,,,,,,,,
2020-01-03 17:23:00,YYYY,MM,DD,HH,Fri,20600,후평 2동,2,,,,,,,,,,,,,2,,,,,,,,,,,
2020-01-04 11:03:00,YYYY,MM,DD,HH,Sat,23800,동면,1,,,,1,,1,,,,,,,,,,,,1,,1,,,,
2020-01-04 11:10:00,YYYY,MM,DD,HH,Sat,14800,후평 3동,1,,,,,1,,,,,,,,,,,,1,,,,,,,
2020-01-04 12:51:00,YYYY,MM,DD,HH,Sat,24800,동내면,2,1,,,,,,,,,,,1,1,,,,,,,,,,,
2020-01-04 14:36:00,YYYY,MM,DD,HH,Sat,15300,후평 1동,1,,,,,,,,,,,,,,,,,1,1,,,,,,
2020-01-04 14:52:00,YYYY,MM,DD,HH,Sat,17400,퇴계동,3,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-04 16:02:00,YYYY,MM,DD,HH,Sat,15100,후평 3동,1,,,,,,,,,,1,,,,,,,,,,,1,,,
2020-01-04 17:23:00,YYYY,MM,DD,HH,Sat,16500,후평 3동,,,,,,,,,,,,,,1,4,,,,,,,,,,
2020-01-05 11:03:00,YYYY,MM,DD,HH,Sun,16800,석사동,1,,,,,,,,,,,,,1,,,,,,1,,,,,
2020-01-05 11:10:00,YYYY,MM,DD,HH,Sun,18600,동면,2,,,,,,,1,,,,,,,1,,,,,,,,,,
2020-01-05 11:13:00,YYYY,MM,DD,HH,Sun,26700,후평 1동,4,,1,,,,,,,,,,,,,,,1,,,,,,,
2020-01-05 11:19:00,YYYY,MM,DD,HH,Sun,14300,교동,1,,,,,1,1,,,,,,,,,,,,,,,,,,
2020-01-05 11:23:00,YYYY,MM,DD,HH,Sun,18000,교동,,,,,1,,,,,,,,1,,1,,,1,,,,,,,
2020-01-05 12:15:00,YYYY,MM,DD,HH,Sun,16400,근화동,3,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-05 12:37:00,YYYY,MM,DD,HH,Sun,14300,동면,1,1,,,,1,,,,,,,,,,,,,,,,,,,
2020-01-05 13:49:00,YYYY,MM,DD,HH,Sun,20300,퇴계동,1,,,1,1,,,,,,,,,1,,,,,,,,,,,
2020-01-05 13:59:00,YYYY,MM,DD,HH,Sun,14500,후평 1동,,,,1,,1,,,,,,,,,2,,,,,,,,,,
2020-01-05 14:06:00,YYYY,MM,DD,HH,Sun,23800,동면,1,1,,,1,,,,,,,,,1,,,,,,,,1,,,
2020-01-05 14:46:00,YYYY,MM,DD,HH,Sun,18300,후평 2동,1,1,,1,,,,,,,,,,1,,,,,,,,,,,
2020-01-05 14:54:00,YYYY,MM,DD,HH,Sun,14300,교동,1,1,,,,,,,,,,,,,,,,1,,,,,,,
2020-01-05 15:06:00,YYYY,MM,DD,HH,Sun,24400,후평 2동,1,1,,,,,,,,,,,,,,,,,,1,,,,,
2020-01-05 16:54:00,YYYY,MM,DD,HH,Sun,15300,후평 3동,1,,,,,,,,,,,,,1,,,,1,,,,,,,
2020-01-05 17:25:00,YYYY,MM,DD,HH,Sun,19600,동면,2,,,,,,1,,,,,,,1,,,,,,,,,,,
2020-01-06 12:25:00,YYYY,MM,DD,HH,Mon,14800,동면,1,1,,,,,,,,,,,,,,,,,1,,,,,,
2020-01-06 12:30:00,YYYY,MM,DD,HH,Mon,30800,후평 2동,1,1,,2,2,,,,,,,,,1,,,,,,,,,,,
2020-01-06 12:43:00,YYYY,MM,DD,HH,Mon,18300,후평 3동,1,,,1,,,1,,,,,1,,,,,,,,,,,,,
2020-01-06 12:50:00,YYYY,MM,DD,HH,Mon,17300,동면,,,,2,1,,,,,,1,,,,,,,,,,,,,,
2020-01-06 16:00:00,YYYY,MM,DD,HH,Mon,14300,동면,1,,,,,,1,,,,,,,,,,,1,,,,,,,
2020-01-06 16:30:00,YYYY,MM,DD,HH,Mon,14000,후평 2동,,,1,2,,,1,,,,,,,,,,,,,,,,,,
2020-01-08 11:15:00,YYYY,MM,DD,HH,Wed,18100,효자 2동,3,,,,,,,,,,,,,,1,,,,,,,,,,
2020-01-08 11:26:00,YYYY,MM,DD,HH,Wed,26000,후평 1동,5,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08 12:42:00,YYYY,MM,DD,HH,Wed,22600,소양동,2,1,,1,,1,,,,,,,,,,,,,,,,,,,
2020-01-08 12:47:00,YYYY,MM,DD,HH,Wed,30300,신사우동,1,,,1,1,,,,,,,,,,,,,,3,,,,,,
2020-01-08 13:08:00,YYYY,MM,DD,HH,Wed,21200,후평 3동,4,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08 13:15:00,YYYY,MM,DD,HH,Wed,41400,후평 3동,3,,,2,2,,,,,,,,,2,,,,,,,,,,,
2020-01-08 13:31:00,YYYY,MM,DD,HH,Wed,18300,퇴계동,1,2,,,,,1,,,,,,,,,,,,,,,,,,
2020-01-08 15:19:00,YYYY,MM,DD,HH,Wed,27200,동내면,4,,,,,,,,,,,,,,2,,,,,,,,,,
